session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
83420067ff628112b542658a,CVG-ADV-V03-M0-01,adversarial,screen-80,1,5,3,3,3,280,314,median_score_majority_class,marginal,overexposure,0.9996487498283386,0.9996487498283386,adversarial,blocked,correct,3137
ccd66962974e84eca36b3e43,CVG-ADV-V03-M1-02,adversarial,screen-80,1,5,3,3,3,304,313,median_score_majority_class,marginal,overexposure,0.9989796876907349,0.9989796876907349,adversarial,blocked,correct,669
9d44774de03bdde7a8959204,CVG-ADV-V03-M2-03,adversarial,screen-80,1,5,3,3,3,335,343,median_score_majority_class,marginal,overexposure;normal,0.999828577041626,0.999828577041626,adversarial,blocked,correct,703
744d8ae298bd0454fe70b7d6,CVG-ADV-V03-M3-04,adversarial,screen-80,1,5,3,3,3,356,383,median_score_majority_class,usable,normal,0.9998669028282166,0.9998669028282166,adversarial,blocked,correct,731
f948486bb6f241c3db87dcc6,CVG-ADV-V03-M4-05,adversarial,screen-80,1,5,3,3,3,373,405,median_score_majority_class,usable,normal,0.9998624324798584,0.9998624324798584,adversarial,blocked,correct,703
09e1cf3d3ebcd81676b1ed6c,CVG-ADV-V05-M0-09,adversarial,screen-80,1,5,3,3,3,422,449,median_score_majority_class,usable,normal,0.9998483061790466,0.9998483061790466,adversarial,blocked,correct,645
ddf612065fb6c6d4d6a82bda,CVG-ADV-V05-M1-10,adversarial,screen-80,1,5,3,3,3,397,413,median_score_majority_class,usable,normal,0.9998934268951416,0.9998934268951416,adversarial,blocked,correct,666
67a296996e1d1741e561b332,CVG-ADV-V05-M5-06,adversarial,screen-80,1,5,3,3,3,354,363,median_score_majority_class,usable,normal,0.9995228052139282,0.9995228052139282,adversarial,blocked,correct,711
c17e8bcefc61069889877e36,CVG-ADV-V05-M6-07,adversarial,screen-80,1,5,3,3,3,351,366,median_score_majority_class,usable,normal,0.9999741315841675,0.9999741315841675,adversarial,blocked,correct,742
c8f141dddaab3640eb393358,CVG-ADV-V05-M7-08,adversarial,screen-80,1,5,3,3,3,473,492,median_score_majority_class,usable,normal,0.9999945759773254,0.9999945759773254,adversarial,blocked,correct,714
