session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
0bef2182000bc7cd4d22ee24,RC-LAYOUT-4470,clean,screen-80,1,5,5,5,5,418,434,median_score_majority_class,marginal,overexposure,0.08878320455551147,0.08878320455551147,clean,safe,correct,826
334069b0b7efc4b48b84a361,RC-LAYOUT-4470,clean,screen-80,2,5,5,5,5,415,416,median_score_majority_class,marginal,overexposure,0.05494201183319092,0.05494201183319092,clean,safe,correct,244
b8d836748498e45c1373947f,RC-LAYOUT-4470,clean,screen-80,3,5,5,5,5,414,416,median_score_majority_class,marginal,overexposure,0.06513035297393799,0.06513035297393799,clean,safe,correct,291
c457f2455469d0160f1f6eec,RC-LAYOUT-4471,clean,screen-80,1,5,5,5,3,266,287,median_score_majority_class,marginal,overexposure,0.20789289474487305,0.20789289474487305,clean,safe,correct,302
a59fc186097e8c1d3d1060c5,RC-LAYOUT-4471,clean,screen-80,2,5,5,5,4,285,287,median_score_majority_class,marginal,overexposure,0.6268855035305023,0.6268855035305023,clean,warning,correct,276
8071ce6cd291c490e08a1cf4,RC-LAYOUT-4471,clean,screen-80,3,5,5,5,5,284,286,median_score_majority_class,marginal,overexposure,0.7876689434051514,0.7876689434051514,adversarial,blocked,false_block,254
2c29deffa7611999f49490ae,RC-LAYOUT-4472,clean,screen-80,1,5,5,5,5,296,305,median_score_majority_class,marginal,overexposure,0.08737766742706299,0.08737766742706299,clean,safe,correct,253
e20770fee1a97f273d5a39dc,RC-LAYOUT-4472,clean,screen-80,2,5,5,5,5,282,288,median_score_majority_class,marginal,overexposure,0.11936622858047485,0.11936622858047485,clean,safe,correct,225
fa9f08914522efa471d0424a,RC-LAYOUT-4472,clean,screen-80,3,5,5,5,5,291,293,median_score_majority_class,marginal,overexposure,0.11167597770690918,0.11167597770690918,clean,safe,correct,219
fb26c2b403046d2174ccd556,RC-MASK-0,clean,screen-80,1,5,5,5,5,359,383,median_score_majority_class,marginal,normal;overexposure,0.018058300018310547,0.018058300018310547,clean,safe,correct,300
48eab89419d65567be4a50f4,RC-MASK-0,clean,screen-80,2,5,5,5,5,353,357,median_score_majority_class,marginal,overexposure,0.14162158966064453,0.14162158966064453,clean,safe,correct,321
e8728162d3a0ceace6738fc4,RC-MASK-0,clean,screen-80,3,5,5,5,4,353,355,median_score_majority_class,marginal,overexposure,0.3290920853614807,0.3290920853614807,clean,safe,correct,248
27b35383678a6583d284ed41,RC-MASK-1,clean,screen-80,1,5,5,5,5,273,381,median_score_majority_class,marginal,normal;overexposure,0.05715954303741455,0.05715954303741455,clean,safe,correct,236
dcb7072355de04a44ea21c89,RC-MASK-1,clean,screen-80,2,5,5,5,3,274,276,median_score_majority_class,marginal,overexposure,0.17868614196777344,0.17868614196777344,clean,safe,correct,221
2faa73ad0fdc83610ed158f1,RC-MASK-1,clean,screen-80,3,5,5,5,5,273,274,median_score_majority_class,marginal,overexposure,0.22828221321105957,0.22828221321105957,clean,safe,correct,222
031bd42638c5577809c53f4a,RC-MASK-2,clean,screen-80,1,5,5,5,4,267,273,median_score_majority_class,marginal,overexposure,0.05288812518119812,0.05288812518119812,clean,safe,correct,217
a6c21ccc8d41514d5f1c0e9b,RC-MASK-2,clean,screen-80,2,5,5,5,5,262,264,median_score_majority_class,marginal,overexposure,0.1712261438369751,0.1712261438369751,clean,safe,correct,222
3fa54c9a3f1cc514fe7b8c03,RC-MASK-2,clean,screen-80,3,5,5,5,5,263,265,median_score_majority_class,marginal,overexposure,0.39880484342575073,0.39880484342575073,clean,safe,correct,217
7831c715d28e296bb2b9a640,RC-MASK-3,clean,screen-80,1,5,5,5,5,269,276,median_score_majority_class,marginal,overexposure,0.044957637786865234,0.044957637786865234,clean,safe,correct,214
2535108f23bfe21964ec3dce,RC-MASK-3,clean,screen-80,2,5,5,5,5,269,271,median_score_majority_class,marginal,overexposure,0.08158940076828003,0.08158940076828003,clean,safe,correct,214
2572bbaafa272a76c3b2154d,RC-MASK-3,clean,screen-80,3,5,5,5,5,268,269,median_score_majority_class,marginal,overexposure,0.04191404581069946,0.04191404581069946,clean,safe,correct,217
c6d387f15152c1126b80dbe5,RC-MASK-4,clean,screen-80,1,5,5,4,4,255,264,insufficient_confidence,unusable,overexposure;uncertain_structural_prediction,0.3923613131046295,,abstained,warning,rescan,168
7901b0e290a630c0183b84f6,RC-MASK-4,clean,screen-80,2,5,5,5,5,263,264,median_score_majority_class,marginal,overexposure,0.4128759503364563,0.4128759503364563,clean,safe,correct,213
5ded75dd78e9b93e660a8650,RC-MASK-4,clean,screen-80,3,5,5,5,5,262,262,median_score_majority_class,marginal,overexposure,0.29813873767852783,0.29813873767852783,clean,safe,correct,217
59b5e019874fbda97bc734cc,RC-MASK-5,clean,screen-80,1,5,5,0,0,249,255,insufficient_quality,unusable,small_camera_crop,,,abstained,warning,rescan,0
9198ddddba2c7c84ecac6014,RC-MASK-5,clean,screen-80,2,5,5,0,0,245,246,insufficient_quality,unusable,small_camera_crop,,,abstained,warning,rescan,0
ab062fed6c1f4864bcd010c4,RC-MASK-5,clean,screen-80,3,5,5,0,0,244,245,insufficient_quality,unusable,small_camera_crop,,,abstained,warning,rescan,0
25c38e74cf908958f9bc1b6c,RC-MASK-6,clean,screen-80,1,5,5,5,4,283,287,median_score_majority_class,marginal,overexposure,0.1109534204006195,0.1109534204006195,clean,safe,correct,230
82add089a7b4f847bda4cbe8,RC-MASK-6,clean,screen-80,2,5,5,5,4,283,285,median_score_majority_class,marginal,overexposure,0.3460199534893036,0.3460199534893036,clean,safe,correct,226
8c96471104ec3a0e127bbd36,RC-MASK-6,clean,screen-80,3,5,5,5,4,282,284,median_score_majority_class,marginal,overexposure,0.37899601459503174,0.37899601459503174,clean,safe,correct,427
5b0bc3ea48f3accd285d6efb,RC-MASK-7,clean,screen-80,1,5,5,5,4,274,283,median_score_majority_class,marginal,overexposure,0.10169288516044617,0.10169288516044617,clean,safe,correct,286
21dd603311b22f71fbe39c98,RC-MASK-7,clean,screen-80,2,5,5,5,4,266,272,median_score_majority_class,marginal,overexposure,0.26656970381736755,0.26656970381736755,clean,safe,correct,387
8fcac46686b30cacd7de01d1,RC-MASK-7,clean,screen-80,3,5,5,5,5,267,269,insufficient_confidence,unusable,overexposure;uncertain_structural_prediction,0.583125650882721,,abstained,warning,rescan,309
a953908d2f18967525e9e1c5,RC-VERSION-4,clean,screen-80,1,5,5,5,5,283,292,median_score_majority_class,marginal,overexposure,0.04099011421203613,0.04099011421203613,clean,safe,correct,543
b57899cf857672e640a74105,RC-VERSION-4,clean,screen-80,2,5,5,5,5,289,290,median_score_majority_class,marginal,overexposure,0.07005643844604492,0.07005643844604492,clean,safe,correct,234
96dd844b1f073354498a5300,RC-VERSION-4,clean,screen-80,3,5,5,5,5,289,290,median_score_majority_class,marginal,overexposure,0.046527087688446045,0.046527087688446045,clean,safe,correct,239
