session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
e48afaf002a4c537ba66cf41,PHY-ADV-F-01,adversarial,screen-80,1,5,5,5,5,428,476,median_score_majority_class,marginal,overexposure;normal,0.9190802574157715,0.9190802574157715,adversarial,blocked,correct,532
14911f988ab9112325b24ef9,PHY-ADV-F-02,adversarial,screen-80,1,5,5,5,5,419,446,median_score_majority_class,usable,normal,0.9786893129348755,0.9786893129348755,adversarial,blocked,correct,176
ee575b94dd417cc1de336e90,PHY-ADV-F-03,adversarial,screen-80,1,5,5,5,5,472,510,median_score_majority_class,marginal,normal;overexposure;blur,0.9916918873786926,0.9916918873786926,adversarial,blocked,correct,192
14a51b25f37c869380c4b4b0,PHY-ADV-F-04,adversarial,screen-80,1,5,5,5,5,518,548,median_score_majority_class,marginal,overexposure;normal;blur,0.9998511672019958,0.9998511672019958,adversarial,blocked,correct,193
5a2b999e28a790d6018cd71e,PHY-ADV-F-05,adversarial,screen-80,1,5,5,5,5,443,598,median_score_majority_class,marginal,overexposure;blur,0.9974256157875061,0.9974256157875061,adversarial,blocked,correct,207
120e231314e877e3864d2937,PHY-ADV-F-06,adversarial,screen-80,1,5,5,5,5,465,497,median_score_majority_class,marginal,overexposure,0.9993137121200562,0.9993137121200562,adversarial,blocked,correct,196
b4a0ee0fdb17b6e978cd9e36,PHY-ADV-F-07,adversarial,screen-80,1,5,5,5,5,518,535,median_score_majority_class,marginal,overexposure,0.9997979998588562,0.9997979998588562,adversarial,blocked,correct,203
d56861ffbb51444da0c3df76,PHY-ADV-F-08,adversarial,screen-80,1,5,5,5,5,427,435,median_score_majority_class,marginal,overexposure,0.9812524318695068,0.9812524318695068,adversarial,blocked,correct,189
ad6d001ec93f123a0ae8b542,PHY-ADV-F-09,adversarial,screen-80,1,5,5,5,5,524,527,median_score_majority_class,usable,normal,0.9999973177909851,0.9999973177909851,adversarial,blocked,correct,180
92d1b7f85c10858d37c0885c,PHY-ADV-F-10,adversarial,screen-80,1,5,5,5,5,435,439,median_score_majority_class,marginal,overexposure,0.9993893504142761,0.9993893504142761,adversarial,blocked,correct,191
5a44e53dfbd783a59949c04d,PHY-ADV-F-11,adversarial,screen-80,1,5,5,5,5,533,535,median_score_majority_class,usable,normal,0.9999555945396423,0.9999555945396423,adversarial,blocked,correct,180
9f3a0aca094081127921113a,PHY-ADV-F-12,adversarial,screen-80,1,5,5,5,5,453,455,median_score_majority_class,usable,normal,0.9999322891235352,0.9999322891235352,adversarial,blocked,correct,176
f164f580cee4c779ae250031,PHY-ADV-F-13,adversarial,screen-80,1,5,5,5,5,486,495,median_score_majority_class,marginal,overexposure,0.9999974966049194,0.9999974966049194,adversarial,blocked,correct,195
da7f532a0275b0bf2fa4eaeb,PHY-ADV-F-14,adversarial,screen-80,1,5,5,5,5,396,398,median_score_majority_class,marginal,normal;overexposure,0.9997360110282898,0.9997360110282898,adversarial,blocked,correct,186
99dabb4850f08fce2483895d,PHY-ADV-F-15,adversarial,screen-80,1,5,5,5,5,505,510,median_score_majority_class,marginal,normal;overexposure,0.9999943971633911,0.9999943971633911,adversarial,blocked,correct,187
7371c0ec10d35d8d952ea048,PHY-ADV-F-16,adversarial,screen-80,1,5,5,5,5,489,495,median_score_majority_class,usable,normal,0.9999657273292542,0.9999657273292542,adversarial,blocked,correct,178
84b2273a40053eef995cafa1,PHY-ADV-X-01,adversarial,screen-80,1,5,5,5,5,382,430,median_score_majority_class,marginal,overexposure;blur,0.9991766810417175,0.9991766810417175,adversarial,blocked,correct,188
c6136635f3b15bde30524432,PHY-ADV-X-02,adversarial,screen-80,1,5,5,5,5,405,461,median_score_majority_class,marginal,normal;overexposure;blur,0.9994684457778931,0.9994684457778931,adversarial,blocked,correct,178
7eee8ebe69f22c1f81b3b9f2,PHY-ADV-X-03,adversarial,screen-80,1,5,5,5,5,433,479,median_score_majority_class,marginal,overexposure;blur,0.9996703863143921,0.9996703863143921,adversarial,blocked,correct,193
4cc9de7a3fa1cde3fc56521b,PHY-ADV-X-04,adversarial,screen-80,1,5,5,5,5,460,494,median_score_majority_class,marginal,overexposure;blur,0.9987308382987976,0.9987308382987976,adversarial,blocked,correct,194
95da13fc1a85ef8f70b5dbc4,PHY-ADV-X-05,adversarial,screen-80,1,5,5,5,5,445,509,median_score_majority_class,marginal,overexposure;blur,0.9997549057006836,0.9997549057006836,adversarial,blocked,correct,195
949fe4f8c307ffe7af7086b9,PHY-ADV-X-06,adversarial,screen-80,1,5,5,5,5,455,474,median_score_majority_class,marginal,overexposure;normal,0.9998853206634521,0.9998853206634521,adversarial,blocked,correct,180
372cc1363d14630ba06bb26c,PHY-ADV-X-07,adversarial,screen-80,1,5,5,5,5,398,404,median_score_majority_class,marginal,overexposure,0.9998095035552979,0.9998095035552979,adversarial,blocked,correct,187
d152f343c97cd496d459f8b7,PHY-ADV-X-08,adversarial,screen-80,1,5,5,5,5,516,520,median_score_majority_class,marginal,normal;overexposure,0.9994770288467407,0.9994770288467407,adversarial,blocked,correct,183
79fb83f73ce91640c8d12373,PHY-ADV-X-09,adversarial,screen-80,1,5,5,5,5,548,565,median_score_majority_class,usable,normal,0.9999882578849792,0.9999882578849792,adversarial,blocked,correct,184
57a7cc369c50903310b1ceae,PHY-ADV-X-10,adversarial,screen-80,1,5,5,5,5,502,531,median_score_majority_class,usable,normal,0.9999671578407288,0.9999671578407288,adversarial,blocked,correct,183
389b605c2e39866cc5a9ee81,PHY-ADV-X-11,adversarial,screen-80,1,5,5,5,5,441,474,median_score_majority_class,marginal,overexposure,0.9983024597167969,0.9983024597167969,adversarial,blocked,correct,196
