session_id,case_id,ground_truth,distance,repeat_index,frames_captured,frames_received,frames_at_least_256px,frames_analyzed,minimum_crop_side,maximum_crop_side,consensus,quality_status,quality_conditions,p_structural_raw,p_structural_effective,structural_type,verdict,outcome,elapsed_ms
057622c47474dc28d04fa73b,STR-ADV-NORMAL,adversarial,far,1,5,0,0,0,122,125,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
f989506b23dc7aec1630bc7f,STR-ADV-NORMAL,adversarial,far,2,5,0,0,0,112,126,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
4c876db382559f0b5e6b59ec,STR-ADV-NORMAL,adversarial,far,3,5,0,0,0,113,126,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
222da9d787c0084975eb0caf,STR-ADV-NORMAL,adversarial,far,4,5,0,0,0,124,146,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
6b3cf1237d4e5fb4ee3bb2fe,STR-ADV-NORMAL,adversarial,far,5,5,0,0,0,114,140,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
d9fc25847c2ea701e2dbd40b,STR-ADV-NORMAL,adversarial,medium,1,5,0,0,0,126,136,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
b993bd80e193ce38409f784a,STR-ADV-NORMAL,adversarial,medium,2,5,0,0,0,119,124,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
43906870cdf8831d48e48364,STR-ADV-NORMAL,adversarial,medium,3,5,0,0,0,161,175,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
23b89d141460b2730e9f67bd,STR-ADV-NORMAL,adversarial,medium,4,5,0,0,0,140,142,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
05d63011983c72b5251f6b53,STR-ADV-NORMAL,adversarial,medium,5,5,0,0,0,139,161,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
63897336b497c805597dfb16,STR-ADV-NORMAL,adversarial,near,1,5,0,0,0,220,224,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
4fdba12f9f55cf87a547469f,STR-ADV-NORMAL,adversarial,near,2,5,0,0,0,197,205,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
808e681127d56f0057d17e0d,STR-ADV-NORMAL,adversarial,near,3,5,0,0,0,130,180,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
3435887a931d397f41a760aa,STR-ADV-NORMAL,adversarial,near,4,5,3,3,3,254,279,median_score_majority_class,marginal,overexposure,0.9981586337089539,0.9981586337089539,adversarial,blocked,correct,320
e0e25414f64b750e7879db9e,STR-ADV-NORMAL,adversarial,near,5,5,0,0,0,211,255,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
fc2b56eb4bdb293563a677f6,STR-CLN-ANGLE,clean,far,1,5,0,0,0,124,129,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
f9d22b55a2629a992ae739e5,STR-CLN-ANGLE,clean,far,2,5,0,0,0,136,141,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
d62eb597b76d20dc92da08d6,STR-CLN-ANGLE,clean,far,3,5,0,0,0,125,126,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
a8c23b31f84c5a9181f00a60,STR-CLN-ANGLE,clean,far,4,5,0,0,0,128,133,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
bd6cf5ee89e51916102c0c10,STR-CLN-ANGLE,clean,far,5,5,0,0,0,148,154,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
a0730dc622195627b8d92fc0,STR-CLN-ANGLE,clean,medium,1,5,0,0,0,201,208,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
c6d041b51dd77d137978d93a,STR-CLN-ANGLE,clean,medium,2,5,0,0,0,193,195,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
5aed21108c736b5591ccccfe,STR-CLN-ANGLE,clean,medium,3,5,0,0,0,181,199,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
d4b1df7dcdc1556da42128a8,STR-CLN-ANGLE,clean,medium,4,5,0,0,0,185,199,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
3fd0958a4bff886cf4dcbbca,STR-CLN-ANGLE,clean,medium,5,5,0,0,0,161,163,insufficient_quality,unusable,insufficient_camera_frames,,,abstained,warning,rescan,0
5c0b11b800ae179557f0a422,STR-CLN-ANGLE,clean,near,1,5,3,3,3,311,315,median_score_majority_class,marginal,overexposure;range_corrected,0.043167829513549805,0.043167829513549805,clean,safe,correct,115
95ea770b41e4dff60c139419,STR-CLN-ANGLE,clean,near,2,5,3,3,3,306,309,median_score_majority_class,marginal,overexposure;range_corrected,0.02912890911102295,0.02912890911102295,clean,safe,correct,117
